gene_id	gene_name	SRR2219873	SRR2219887	SRR2219889	SRR2219891	SRR2219895	SRR2219907
ENSG00000023330.15	ALAS1	177	194	440	49	363	157
ENSG00000023445.17	BIRC3	214.801	1115.685	1379.12	505.345	836.832	292.324
ENSG00000023516.9	AKAP11	154	285	305	255	436	173
ENSG00000023572.10	GLRX2	26	63	67	41	149	85
ENSG00000023608.5	SNAPC1	100	52.269	46.324	42	277.334	91.343
ENSG00000023697.13	DERA	117	148	139.001	189	243	293.999
ENSG00000023734.11	STRAP	608	420.999	337	277	1144	1119.991
ENSG00000023839.12	ABCC2	9	5	10	12	23	5
ENSG00000023892.12	DEF6	116.001	360	351	739.999	389.999	245.999
ENSG00000023902.14	PLEKHO1	40	329.001	654.001	392.999	230	108
ENSG00000023909.10	GCLM	73	90	191	88	328	206
ENSG00000024048.11	UBR2	210	400	259	265	394	383
ENSG00000024422.12	EHD2	575	334	465	72	1802	723
ENSG00000024526.17	DEPDC1	146	80.946	44	89	821.999	351
ENSG00000024862.18	CCDC28A	40	150	127	100	84	109
ENSG00000025039.15	RRAGD	14	177.999	307	51	35	31
ENSG00000025156.13	HSF2	83	70	61	87	131	141
ENSG00000025293.17	PHF20	147.22	233	265	151	492	363
ENSG00000025423.11	HSD17B6	5	11	19	12	31	16
ENSG00000025434.19	NR1H3	27	295.999	882.001	94	150.001	56.001
ENSG00000025708.14	TYMP	529.994	2904.778	1819.562	790.863	3641.804	1743.883
ENSG00000025770.19	NCAPH2	200.002	231	177	438.901	702.999	451
ENSG00000025772.8	TOMM34	142	105	90	85	251	188
ENSG00000025796.14	SEC63	704.239	554.24	503.236	345.001	1045.999	642
ENSG00000025800.14	KPNA6	280	393.557	351	171.293	823.87	685.828
ENSG00000026025.16	VIM	2568.999	5087.001	19305	1939.001	17747.029	1203
ENSG00000026036.23	RTEL1-TNFRSF6B	26.456	98.981	78.286	27.836	179.072	43.855
ENSG00000026103.25	FAS	52.001	444	347	118	264	153
ENSG00000026297.17	RNASET2	42.542	360.484	1027.245	477.642	138.45	161
ENSG00000026508.21	CD44	7659.001	2013.998	3769.002	1946.001	9802.001	1778.001
ENSG00000026559.14	KCNG1	27.999	25.999	3	33	63	10.999
ENSG00000026652.15	AGPAT4	222	62	130.999	70	188.001	134
ENSG00000026751.17	SLAMF7	66	1347	781	201.001	462	180
ENSG00000026950.18	BTN3A1	61.987	1076.788	687.798	400.882	288.836	165.748
ENSG00000027001.10	MIPEP	78	101	72	46	151	37
ENSG00000027075.18	PRKCH	292	394.836	348	190.999	385.999	346
ENSG00000027644.5	INSRR	1	2	11	1	1	3
ENSG00000027697.16	IFNGR1	519	1110.999	1139.001	446	1042	1079
ENSG00000027847.14	B4GALT7	48	89	97.001	102	108	76.999
ENSG00000027869.13	SH2D2A	52	93.999	48	53	212	11
ENSG00000028116.18	VRK2	83	187	163.001	130	413	322.999
ENSG00000028137.19	TNFRSF1B	68	506	811	210	316	104
ENSG00000028203.19	VEZT	330.999	255.002	313	274.992	822.999	362
ENSG00000028277.22	POU2F2	78	159	120	409	71	40
ENSG00000028310.18	BRD9	261.657	198.647	162.723	331.766	412.896	397.438
ENSG00000028528.15	SNX1	341.001	598.001	710.001	410.001	683	764.999
ENSG00000028839.10	TBPL1	67.493	74.24	77.345	99.261	189.985	73.09
ENSG00000029153.15	BMAL2	693.523	264.114	139.104	92	2169	768.34
ENSG00000029363.17	BCLAF1	687.927	919.593	748.001	667.001	1677.521	1160.783
ENSG00000029364.12	SLC39A9	391	407	295	208.001	950.001	676
ENSG00000029534.22	ANK1	37.999	47.999	20	24	26	7
ENSG00000029559.7	IBSP	4	6	0	0	1	8
ENSG00000029639.11	TFB1M	59.262	60.764	44	82.876	92.836	68.297
ENSG00000029725.17	RABEP1	361	370.999	412	258	1027.999	184.001
ENSG00000029993.15	HMGB3	291	178	124	370	1181.001	688.039
ENSG00000030066.14	NUP160	374.999	351	289	237.001	762.999	315
ENSG00000030110.14	BAK1	204.919	203	195	97.022	351	258.983
ENSG00000030304.15	MUSK	3	0	2	9	1	3
ENSG00000030419.17	IKZF2	89	192	187	123	25	391.999
ENSG00000030582.19	GRN	1387.001	1620	5247.999	546	1590.999	1967.999
ENSG00000031003.11	FAM13B	93	311	279.001	180	165	239
ENSG00000031081.11	ARHGAP31	63	219	367	55	259	66
ENSG00000031691.7	CENPQ	58	56	38	84	118	139
ENSG00000031698.13	SARS1	621	560	503.001	293	1487	671
ENSG00000031823.14	RANBP3	178	237.999	272	324.001	953.001	425
ENSG00000032219.19	ARID4A	108.001	190.999	200	124	157.001	171
ENSG00000032389.13	EIPR1	37	132	119.001	104	257.999	200.001
ENSG00000032444.17	PNPLA6	118.999	230.999	325.001	190	997.999	324
ENSG00000032742.18	IFT88	40.999	62.999	58	58	62	32
ENSG00000033011.14	ALG1	97.598	104.749	103.354	60.9	193.771	111.78
ENSG00000033030.16	ZCCHC8	106.999	231	153	424.999	307.001	268
ENSG00000033050.9	ABCF2	127.84	169.973	109.774	102	458.196	360.521
ENSG00000033100.17	CHPF2	153	339.001	249	203.216	511	278.499
ENSG00000033122.21	LRRC7	0	0	0	1	0	2
ENSG00000033170.17	FUT8	115	299	221.001	140.999	263.001	310
ENSG00000033178.13	UBA6	768.001	621.999	271	433	1406	724
ENSG00000033327.13	GAB2	35	136	358	23	102	45
ENSG00000033627.18	ATP6V0A1	253	239.001	397.001	171	332	262
ENSG00000033800.14	PIAS1	130	335	318.999	195	299.003	366.001
ENSG00000033867.18	SLC4A7	228	179	287.999	143	258	75
ENSG00000034053.15	APBA2	18	51	38	62	39	64
ENSG00000034152.20	MAP2K3	290	231.001	204.001	167.999	611	258
ENSG00000034239.11	CLXN	10	0	2	6	4	15
ENSG00000034510.6	TMSB10	2917.199	3669.199	5830.658	4936.774	10541.685	3375.942
ENSG00000034533.12	ASTE1	7	87	52	86	78	89
ENSG00000034677.13	RNF19A	252.001	653	530	368	1078.999	912.001
ENSG00000034693.15	PEX3	95.001	92	53.941	52.98	198.953	144.942
ENSG00000034713.8	GABARAPL2	199	323	401	239	370.001	584
ENSG00000034971.17	MYOC	0	0	1	0	0	1
ENSG00000035115.22	SH3YL1	104	240.001	111.999	363	30	355
ENSG00000035141.10	FAM136A	212.784	220	151.959	292.942	763.001	385
ENSG00000035403.18	VCL	1459	662	682.999	355	1580	976
ENSG00000035499.13	DEPDC1B	75	65.999	27	77	319	105
ENSG00000035664.11	DAPK2	17	83.221	65.999	46	124	54
ENSG00000035681.10	NSMAF	182.999	258	297	176	412	376
ENSG00000035687.10	ADSS2	308	313.606	324.894	318.995	1188	764.896
ENSG00000035720.8	STAP1	2	48	37	139	6	1
ENSG00000035862.13	TIMP2	426	1436	4607	138	861	224
ENSG00000035928.17	RFC1	410	370	278	191.001	1050	761
ENSG00000036054.13	TBC1D23	170	408	274	150	900	339
ENSG00000036257.14	CUL3	463	458	245.999	346	746	860
ENSG00000036448.10	MYOM2	8	27.001	2	28	2	6
ENSG00000036473.9	OTC	0	0	0	0	0	0
ENSG00000036530.9	CYP46A1	2	1	2	8	1	0
ENSG00000036549.13	ZZZ3	180	222	284	172	642	456
ENSG00000036565.15	SLC18A1	0	3	0	0	0	0
ENSG00000036672.16	USP2	43	11	11	10	67	2
ENSG00000036828.17	CASR	0	0	1	1	0	0
ENSG00000037042.9	TUBG2	92.794	64.062	62.434	137.139	118.88	127.755
ENSG00000037241.7	RPL26L1	86	103	75.001	94.125	233	91
ENSG00000037280.16	FLT4	110.999	63.482	94	49	132	31
ENSG00000037474.15	NSUN2	854.001	420.001	243.999	354	821	940
ENSG00000037637.11	FBXO42	96	197	199	195	326	230
ENSG00000037749.13	MFAP3	241	309	222	58	532.77	185
ENSG00000037757.14	MRI1	88	213.001	152.796	196.001	511	154
ENSG00000037897.17	METTL1	43.999	55.001	56	53	141.001	109
ENSG00000037965.6	HOXC8	12	5	14	7	24	0
ENSG00000038002.9	AGA	117	130	151	66	165.999	186
ENSG00000038210.14	PI4K2B	217	268	186	160	755	399
ENSG00000038219.13	BOD1L1	282.999	347	356.03	205.001	384	366.999
ENSG00000038274.18	MAT2B	221	656.001	531	298	575.001	445
ENSG00000038295.8	TLL1	115.999	34	38	1	47	12
ENSG00000038358.15	EDC4	213.452	285.378	250.04	306.962	375.898	697.649
ENSG00000038382.23	TRIO	474	414	480.001	316	532.999	627
ENSG00000038427.16	VCAN	202	513	2764.001	47	373.999	53
ENSG00000038532.17	CLEC16A	90	130.999	129	192	301	131
ENSG00000038945.15	MSR1	34	68.001	2461.999	16	203	22
ENSG00000039068.20	CDH1	3472.999	959	213	779	1445	2705
ENSG00000039123.16	MTREX	359	372.001	274	221	673	248.001
ENSG00000039139.11	DNAH5	32	21	8	6	169	10
ENSG00000039319.17	ZFYVE16	182.001	271	484.999	169	469.001	238.999
ENSG00000039523.20	RIPOR1	137.001	257	365.999	189.001	228	155
ENSG00000039537.16	C6	0	0	23	2	0	0
ENSG00000039560.14	RAI14	346	325	423.001	119	627	811
ENSG00000039600.11	SOX30	1	30	0	6	4	3
ENSG00000039650.12	PNKP	88.999	222.999	220.001	224	401.001	224.001
ENSG00000039987.7	BEST2	2	0	0	1	0	1
ENSG00000040199.18	PHLPP2	25	66	47	33	86	70
ENSG00000040275.17	SPDL1	222	105.001	55	137	434.001	84
ENSG00000040341.18	STAU2	72.41	219.999	251.154	104	198.967	334.1
ENSG00000040487.13	SLC66A1	20	54	71	62.999	69.999	75
ENSG00000040531.16	CTNS	117	77.001	144	52	221	41
ENSG00000040608.14	RTN4R	25	18	36	19	90	14
ENSG00000040633.13	PHF23	201	118	155	145	515	115
ENSG00000040731.10	CDH10	0	0	0	0	0	0
ENSG00000040933.17	INPP4A	69	266	288.001	228	256.001	218
ENSG00000041353.10	RAB27B	166	232.999	30	45	551	604
ENSG00000041357.16	PSMA4	507	749.002	427	507	1247.001	1207.001
ENSG00000041515.16	MYO16	116	2	8	1	66	0
ENSG00000041802.11	LSG1	365	357	280	597	703	453.999
ENSG00000041880.15	PARP3	40	156	128	63.001	121	81
ENSG00000041982.17	TNC	5752	1818.001	1007.001	310	9641.613	514.001
ENSG00000041988.16	THAP3	37.98	49	73.001	65	82	91.999
ENSG00000042062.13	RIPOR3	31	146	67	26.999	103.999	26
ENSG00000042088.14	TDP1	74	158	93	92	277.001	248
ENSG00000042286.15	AIFM2	26	68	95	62	75	57
ENSG00000042304.14	SLC19A4P	0	0	0	0	0	0
ENSG00000042317.17	SPATA7	34	13	46	23.001	21	55.001
ENSG00000042429.12	MED17	69.999	146.509	134.999	101	291.999	154
ENSG00000042445.14	RETSAT	148	301	251	120.001	506.001	266
ENSG00000042493.16	CAPG	465	747.999	2983	378.001	1409.999	486
ENSG00000042753.12	AP2S1	157	241	441	272.999	639	435
ENSG00000042781.14	USH2A	1	2	0	0	0	0
ENSG00000042813.8	ZPBP	0	0	0	0	0	0
ENSG00000042832.12	TG	2	9	8	5	3	3
ENSG00000042980.14	ADAM28	14	293	327	388	28.999	82
ENSG00000043039.7	BARX2	88	29	2	10	321	184
ENSG00000043093.15	DCUN1D1	261.999	275	162	329	559.999	394
ENSG00000043143.22	JADE2	172	525	227	189.001	478	123
ENSG00000043355.12	ZIC2	19	147	35	31	13	0
ENSG00000043462.13	LCP2	107	571	850	292	643.999	56.999
ENSG00000043514.17	TRIT1	71	103	61	240	274	207
ENSG00000043591.6	ADRB1	2	4	3	6	1	2
ENSG00000044012.4	GUCA2B	0	0	0	0	0	0
ENSG00000044090.13	CUL7	106.999	159.045	243.588	168.978	215.612	394.677
ENSG00000044115.21	CTNNA1	1224	1376.993	1465.999	675	2737.999	1412.989
ENSG00000044446.12	PHKA2	74	199	177.001	311.999	221	278
ENSG00000044459.15	CNTLN	17	122	148	76	197.999	90
ENSG00000044524.11	EPHA3	7	44	338	9	22	19
ENSG00000044574.9	HSPA5	5248.659	3763.092	6372.712	1028.666	11125.324	2406.408
ENSG00000046604.15	DSG2	682	456	228.999	332	2979.001	953
ENSG00000046647.15	GEMIN8	32.001	103	83	95	35	57
ENSG00000046651.16	OFD1	123.947	358	195.999	665	221.999	318.001
ENSG00000046653.15	GPM6B	50	46	99	25	172	83
ENSG00000046774.10	MAGEC2	0	0	0	0	2	0
ENSG00000046889.19	PREX2	8	68	43.001	20	29	16
ENSG00000047056.18	WDR37	55	180	100.999	173	112.001	218
ENSG00000047188.16	YTHDC2	214	326	224	232	329	165
ENSG00000047230.15	CTPS2	27	80	95	104	63	190
ENSG00000047249.18	ATP6V1H	275.001	250	306	80.001	356	376
ENSG00000047315.17	POLR2B	686.999	655	348	389	1236	1045
ENSG00000047346.13	ATOSA	224	384.001	265.999	300	126	402
ENSG00000047365.13	ARAP2	214	378	221.001	144	248	420
ENSG00000047410.14	TPR	550.001	773	701	669	1615	1130.001
ENSG00000047457.14	CP	14	313.667	498.999	95	6	2220.618
ENSG00000047578.14	KATNIP	102	131	114	102	89.999	233
ENSG00000047579.20	DTNBP1	21	81	114	111	108	108.001
ENSG00000047597.7	XK	3	8	14	3	23	19
ENSG00000047617.18	ANO2	1	1	0	2	4	6
ENSG00000047621.12	FERRY3	78	135	172	112	200	180
ENSG00000047634.15	SCML1	45.845	86.37	101.961	204.018	110	74.001
ENSG00000047644.20	WWC3	66	279	214	225	272	267
ENSG00000047648.23	ARHGAP6	4	22	32.999	1	17	8
ENSG00000047662.5	FAM184B	4	1.003	2	4	8	2
ENSG00000047849.22	MAP4	782	946	1414.001	250.001	2525.001	774.999
ENSG00000047932.14	GOPC	278	351	285	281	615	348
ENSG00000047936.11	ROS1	3	0	1	0	102	0
ENSG00000048028.12	USP28	72.999	204.001	158	117	218	235.001
ENSG00000048052.25	HDAC9	89.001	91.999	116.999	44	209	134
ENSG00000048140.18	TSPAN17	177	225	162.999	129	430.001	132.001
ENSG00000048162.22	NOP16	137.001	59.999	75	143.001	356	126
ENSG00000048342.18	CC2D2A	36	34	45.001	24	118	29
ENSG00000048392.13	RRM2B	96	279.999	291.001	62	312	306
ENSG00000048405.11	ZNF800	43	113.001	139	115	184	168
ENSG00000048462.11	TNFRSF17	4	120	64	27	31	10
ENSG00000048471.14	SNX29	250.711	267.844	384.015	108.734	278.338	103.99
ENSG00000048540.16	LMO3	0	4	11	6	0	0
ENSG00000048544.7	MRPS10	341.194	265.261	191	133	486.998	479.214
ENSG00000048545.18	GUCA1A	0	0	0	0	0	0
ENSG00000048649.14	RSF1	173.128	270.665	295.882	167.296	379.315	219
ENSG00000048707.15	VPS13D	165.001	351.999	225.999	281.999	455	498
ENSG00000048740.19	CELF2	45	447	667.002	243.001	130	57
ENSG00000048828.18	FAM120A	897	1040.999	932	744	2451	900.999
ENSG00000048991.18	R3HDM1	169.999	210	215	215.999	593.001	341
ENSG00000049089.15	COL9A2	12	198	99	722	91.001	139
ENSG00000049130.16	KITLG	127	316.001	165.001	156	379	660
ENSG00000049167.16	ERCC8	67.001	62.151	56.112	47	98	91.104
ENSG00000049192.15	ADAMTS6	34	20	26	12	146	6
ENSG00000049239.13	H6PD	114	546	640	232	590	977
ENSG00000049245.13	VAMP3	893	411.999	617	238	1177	1145
ENSG00000049246.15	PER3	155	246	113	329	474	300.999
ENSG00000049247.14	UTS2	2	2	1	3	0	1
ENSG00000049249.10	TNFRSF9	18	182	92	18	69.85	15
ENSG00000049283.19	EPN3	372.867	58	13	69.753	402.999	225.87
ENSG00000049323.16	LTBP1	644	319.001	567.999	106	3354	187
ENSG00000049449.10	RCN1	308.591	643.908	530.591	480.001	1055.452	223.572
ENSG00000049540.19	ELN	35	343.001	439.999	93	45	10
ENSG00000049541.11	RFC2	148	177	107.999	191	999	285.001
ENSG00000049618.25	ARID1B	182.002	356.002	364.042	365.001	456	998.001
ENSG00000049656.14	CLPTM1L	482.001	716	491	373	783.998	976.999
ENSG00000049759.20	NEDD4L	193	242.001	102	226	1278	343
ENSG00000049768.18	FOXP3	18	90.24	88.852	54	15	25
ENSG00000049769.14	PPP1R3F	8	21	26	25	48	35.88
ENSG00000049860.14	HEXB	434	575.001	2217.999	145	1402	248
ENSG00000049883.15	PTCD2	49	79.219	59.133	46	104	109.18
ENSG00000050030.16	NEXMIF	0	33	1	14	0	25
ENSG00000050130.18	JKAMP	291	178.999	202	78.001	585	266
ENSG00000050165.19	DKK3	504	212.001	95	117.001	1687.999	233
ENSG00000050327.15	ARHGEF5	76.6	218.666	57.357	105.514	364.281	433.026
ENSG00000050344.9	NFE2L3	65	275	240.869	137	1142	256
ENSG00000050393.12	MCUR1	199	227.001	169	154.001	383.885	371
ENSG00000050405.14	LIMA1	1536	765	627	324	3131.999	648
ENSG00000050426.16	LETMD1	96	263.999	257.001	328	216.002	333.001
ENSG00000050438.17	SLC4A8	12	22	22	28	17	1
ENSG00000050555.19	LAMC3	13	15	13	4	35.086	37
ENSG00000050628.21	PTGER3	19	31	71	13	5	5
ENSG00000050730.16	TNIP3	7	86	29	13	153	37
ENSG00000050748.18	MAPK9	100.001	202.999	185	132	298.999	154
ENSG00000050767.18	COL23A1	16	8	15	10	35	9
ENSG00000050820.17	BCAR1	238.001	186.99	241	171	328.999	404
ENSG00000051009.11	FHIP1B	110	183	171.001	176	225	135.999
ENSG00000051108.15	HERPUD1	261.001	2480.002	2229	437	1003.998	629.999
ENSG00000051128.19	HOMER3	246.587	58.49	171.327	92.493	1134.863	223.242
ENSG00000051180.17	RAD51	82.999	59	29.999	67	252.999	172.001
ENSG00000051341.15	POLQ	57	149	23	396	314	276
ENSG00000051382.10	PIK3CB	94	201.001	285	162	550	398
ENSG00000051523.12	CYBA	87	1033	1411.001	971	310	384
ENSG00000051596.10	THOC3	160.155	219.021	346.945	320.257	257.23	182.772
ENSG00000051620.11	HEBP2	263	313	211	466.999	544.999	781
ENSG00000051825.15	MPHOSPH9	69.999	160	136.001	77.946	196	189.416
ENSG00000052126.17	PLEKHA5	152	107.006	144.004	205.093	284.004	324.999
ENSG00000052344.16	PRSS8	284	121	44	175	344	584
ENSG00000052723.12	SIKE1	209.999	240	165.999	166	578.999	392
ENSG00000052749.15	RRP12	109	142	106.999	119.001	240.001	237
ENSG00000052795.13	FNIP2	118.001	133	393	45	364.999	139
ENSG00000052802.13	MSMO1	309	141	193.997	145	357	322
ENSG00000052841.16	TTC17	238	386	401.999	539.001	488	296
ENSG00000052850.8	ALX4	0	0	0	0	0	0
ENSG00000053108.18	FSTL4	12	153	13	39	16	34
ENSG00000053254.16	FOXN3	249.001	604	728	263	827.864	659
ENSG00000053328.9	METTL24	0	8	5	2	1	0
ENSG00000053371.14	AKR7A2	70.879	105.315	145.884	122.725	152.928	250.758
ENSG00000053372.5	MRTO4	227	164	159	170	733.966	326
ENSG00000053438.11	NNAT	4	0	2	0	0	0
ENSG00000053501.15	USE1	31	47	63	88.999	223.001	112
ENSG00000053524.13	MCF2L2	15	6	20	10	18	12
ENSG00000053702.15	NRIP2	0	13	21.717	2.666	2	0
ENSG00000053747.17	LAMA3	5791.001	383	190	330.001	18252.001	468
ENSG00000053770.12	AP5M1	269.999	318	230.999	210.999	575	335
ENSG00000053900.11	ANAPC4	142	247	172.001	285.001	329	307
ENSG00000053918.20	KCNQ1	18	102	94	31	11	21
ENSG00000054116.12	TRAPPC3	188	231.999	266.001	218	716.999	471.998
ENSG00000054118.15	THRAP3	630	791.999	673.99	729.989	1912	1068.973
ENSG00000054148.18	PHPT1	96.999	382.999	266	259	396	82
ENSG00000054179.12	ENTPD2	6	30	0	11	30	0
ENSG00000054219.11	LY75	31.254	415	357.782	128	74	188
ENSG00000054267.22	ARID4B	323.881	375.981	352.287	264.155	557.046	407.923
ENSG00000054277.14	OPN3	73.691	47.069	230.223	52	206.957	177.115
ENSG00000054282.16	SDCCAG8	79	95.999	147.901	86	306	145
ENSG00000054356.14	PTPRN	0	1	24	0	1	1
ENSG00000054392.13	HHAT	15	45	30	31	10	67
ENSG00000054523.20	KIF1B	278.999	214	251	173	647.001	398
ENSG00000054598.9	FOXC1	81.008	65.344	63.854	50	113.122	7
ENSG00000054611.14	TBC1D22A	107	161.001	218.999	123	436.999	239.999
ENSG00000054654.20	SYNE2	330	865	362.001	1085	736	1026
ENSG00000054690.14	PLEKHH1	41	272	8	90	63	178
ENSG00000054793.14	ATP9A	111	290	102	140	144	428
ENSG00000054796.13	SPO11	0	0	0	0	0	0
ENSG00000054803.4	CBLN4	0	0	7	0	0	0
ENSG00000054938.17	CHRDL2	1	19	10.999	0	4	0
ENSG00000054965.11	FAM168A	161	196	447.999	120	447	150
ENSG00000054967.13	RELT	79	92.999	251.001	134	148	59
ENSG00000054983.17	GALC	145	184	423	79	353.999	73
ENSG00000055044.11	NOP58	504	527.001	295	551	1027.001	597
ENSG00000055070.17	SZRD1	565.999	600	579	364.969	1386.001	1079.001
ENSG00000055118.18	KCNH2	1	9	6.125	6	1	0
ENSG00000055130.18	CUL1	182	389	357	164	789.999	593.001
ENSG00000055147.19	FAM114A2	55.999	110.999	132	61	154	67
ENSG00000055163.21	CYFIP2	17	313.001	233	217	53	33
ENSG00000055208.20	TAB2	415.999	660	729.999	304	858.999	615
ENSG00000055211.14	GINM1	267	235	264	140	411	314
ENSG00000055332.19	EIF2AK2	238	1251.999	594	294	2228.998	754
ENSG00000055483.20	USP36	225	239	290	206	638.999	342
ENSG00000055609.21	KMT2C	112	366.001	374	246	277	548.709
ENSG00000055732.13	MCOLN3	34	80.001	22	59	47	45.001
ENSG00000055813.6	CCDC85A	0	1.779	16	0	0	0
ENSG00000055917.17	PUM2	350	932.999	515.999	839	1419	1157.999
ENSG00000055950.17	MRPL43	92	155	164.001	196	228	227.001
ENSG00000055955.17	ITIH4	15.193	48.934	47.441	53.083	7.433	12.613
ENSG00000055957.11	ITIH1	1	7	2	3	0	0
ENSG00000056050.7	HPF1	44	81.209	56.678	84.901	298	158.387
ENSG00000056097.16	ZFR	453	416	412	257	829	882
ENSG00000056277.16	ZNF280C	35	32	31	59	95.888	46
ENSG00000056291.19	NPFFR2	0	3	0	0	0	0
ENSG00000056487.17	PHF21B	4	0	0	5	97	2
ENSG00000056558.11	TRAF1	61	305	295	386	228	69
ENSG00000056586.16	RC3H2	474.999	392	336	254	970	328
ENSG00000056736.10	IL17RB	1	74	18	60	1	17
ENSG00000056972.21	TRAF3IP2	359.999	130.001	93.999	95	548	297.054
ENSG00000056998.21	GYG2	3	24	17	23	3	29
ENSG00000057019.16	DCBLD2	492	216	187	128	1444.999	203
ENSG00000057149.16	SERPINB3	1036.557	669.027	142.681	552.88	208.06	126.197
ENSG00000057252.13	SOAT1	140.999	207.001	993	93	814	159.292
ENSG00000057294.19	PKP2	176.999	33	56.631	26.393	101	150
ENSG00000057468.7	MSH4	0	2	2	3	0	2
ENSG00000057593.14	F7	0	2	1	3	0	0
ENSG00000057608.18	GDI2	739.001	1267.744	1668.619	775.001	2039.769	1849.719
ENSG00000057657.17	PRDM1	428	688	687	180	1169	325.999
ENSG00000057663.16	ATG5	196	258.001	222	148	554.999	347.001
ENSG00000057704.13	TMCC3	182	143	199	60	295	86
ENSG00000057757.10	PITHD1	186	215	265	321	300.999	383.001
ENSG00000057935.14	MTA3	54	117.001	122	181	254.999	232.999
ENSG00000058056.10	USP13	53	89	61	121.166	304.431	118.001
ENSG00000058063.17	ATP11B	1066	598.001	475	471.999	1731.001	906
ENSG00000058085.15	LAMC2	13996.999	394.999	199	314.001	52901.999	1407
ENSG00000058091.17	CDK14	79	93	207	42	1328	19
ENSG00000058262.11	SEC61A1	836.001	1882	1494	1281.012	3168	2167.999
ENSG00000058272.19	PPP1R12A	317.001	572	524.999	269.999	688	558.999
ENSG00000058335.16	RASGRF1	8	20	11	8	6	1
ENSG00000058404.21	CAMK2B	8	0	0	33	0	6
ENSG00000058453.17	CROCC	56.479	428.824	226.555	670.377	131.54	235.74
ENSG00000058600.16	POLR3E	153	202	142	215	215.001	432.999
ENSG00000058668.16	ATP2B4	1009	928	626	623	2690.999	907.999
ENSG00000058673.17	ZC3H11A	596.004	1029.632	681.843	1380.203	1461.164	1591.833
ENSG00000058729.11	RIOK2	122	145	90	81.001	279	88
ENSG00000058799.15	YIPF1	75	142	146	78	226	194
ENSG00000058804.12	NDC1	221	199	135	212	1026	588
ENSG00000058866.15	DGKG	1	10	18	7	1	3
ENSG00000059122.17	FLYWCH1	149	251.966	275.949	145.001	229.459	220.461
ENSG00000059145.19	UNKL	32	131	91	169	51	49
ENSG00000059377.19	TBXAS1	23	130.001	415	39	89	27
ENSG00000059378.13	PARP12	90	582.999	395.001	322	692	237.998
ENSG00000059573.9	ALDH18A1	179	333.001	319	194	687.001	534
ENSG00000059588.10	TARBP1	134	259	227	481.487	343.001	528
ENSG00000059691.12	GATB	120.001	86.999	72	92	217.999	169
ENSG00000059728.11	MXD1	1162.524	208	528.752	241.999	1323.652	717.999
ENSG00000059758.8	CDK17	172	283	263	208	347	182.001
ENSG00000059769.20	DNAJC25	52	82	60.764	58	114	40.117
ENSG00000059804.18	SLC2A3	252	343	2454.54	221.703	927.271	72
ENSG00000059915.17	PSD	3	16	8	9	8	22
ENSG00000060069.18	CTDP1	81	139	106	99	283	78
ENSG00000060138.13	YBX3	946.896	1182	1020.853	826.996	1869.999	2807.769
ENSG00000060140.9	STYK1	32	28	16	82	50	130
ENSG00000060237.19	WNK1	487.999	1006.001	1121.999	501	1188.983	1100
ENSG00000060303.5	RPS17P5	0	2.003	1.125	0	0	2.042
ENSG00000060339.14	CCAR1	480	514.999	388.999	699	1034	754.001
ENSG00000060491.17	OGFR	174	516.999	371	352	448.001	155
ENSG00000060558.4	GNA15	365	136	226	157	776	477
ENSG00000060566.14	CREB3L3	0	5	0	0	0	1
ENSG00000060642.12	PIGV	48.001	59.001	72.999	65.999	149.999	148
ENSG00000060656.20	PTPRU	108	25	68	32	174	26
ENSG00000060688.13	SNRNP40	164	178	146.977	133.001	553	357
ENSG00000060709.17	RIMBP2	2	11	1	19	3	1
ENSG00000060718.22	COL11A1	7	31	229	4	16	0
ENSG00000060749.17	QSER1	207	282	228.468	284	649	250
ENSG00000060762.20	MPC1	69	166	163.999	142	124	212
ENSG00000060971.19	ACAA1	159.001	233.001	325.001	388	303	165.999
ENSG00000060982.15	BCAT1	143.001	69	1010.001	56	105	85
ENSG00000061273.18	HDAC7	256.001	455	485.001	507.999	544.002	671.999
ENSG00000061337.16	LZTS1	13	27	62	18	93	8
ENSG00000061455.11	PRDM6	1	26	10	14	6	4
ENSG00000061492.12	WNT8A	0	0	0	0	0	1
ENSG00000061656.11	SPAG4	4	126	70	48	22.999	9
ENSG00000061676.16	NCKAP1	1418.001	535.999	381.999	324	1983	2125
ENSG00000061794.13	MRPS35	192	137	230	118	386	452
ENSG00000061918.14	GUCY1B1	50	201.999	147	54	140	163
ENSG00000061936.10	SFSWAP	248	254	241	354	442	292
ENSG00000061938.21	TNK2	214.999	505.001	416.001	1675.999	626	191.002
ENSG00000061987.16	MON2	165	368.858	272.999	333	413	398.001
ENSG00000062038.15	CDH3	2318	850.001	217	327.999	3854.999	2319
ENSG00000062096.15	ARSF	2	1	0	0	0	0
ENSG00000062194.16	GPBP1	364	657	506.999	547	698.001	492.999
ENSG00000062282.15	DGAT2	83.001	38	29	13	68	60
ENSG00000062370.17	ZNF112	33	10	15	5	31	63
ENSG00000062485.19	CS	670.608	762.453	792.736	462	1692.461	1326.226
ENSG00000062524.16	LTK	6	16	6	31	3	6
ENSG00000062582.14	MRPS24	76.6	152	70.58	160	482.174	262.898
